communal_territory_id,progressive_id,alphanumeric_id,name,italian_name,other_name,is_province,numeric_id,numeric_2010_2016_id,numeric_2006_2009_id,numeric_1995_2005_id,cadastral_code
282,77,82077,Ventimiglia di Sicilia,Ventimiglia di Sicilia,,0,82077,82077,82077,82077,L740
282,78,82078,Vicari,Vicari,,0,82078,82078,82078,82078,L837
282,79,82079,Villabate,Villabate,,0,82079,82079,82079,82079,L916
282,80,82080,Villafrati,Villafrati,,0,82080,82080,82080,82080,L951
282,81,82081,Scillato,Scillato,,0,82081,82081,82081,82081,I538
282,82,82082,Blufi,Blufi,,0,82082,82082,82082,82082,M268
283,1,83001,Alcara li Fusi,Alcara li Fusi,,0,83001,83001,83001,83001,A177
283,2,83002,Alì,Alì,,0,83002,83002,83002,83002,A194
283,3,83003,Alì Terme,Alì Terme,,0,83003,83003,83003,83003,A201
283,4,83004,Antillo,Antillo,,0,83004,83004,83004,83004,A313
283,5,83005,Barcellona Pozzo di Gotto,Barcellona Pozzo di Gotto,,0,83005,83005,83005,83005,A638
283,6,83006,Basicò,Basicò,,0,83006,83006,83006,83006,A698
283,7,83007,Brolo,Brolo,,0,83007,83007,83007,83007,B198
283,8,83008,Capizzi,Capizzi,,0,83008,83008,83008,83008,B660
283,9,83009,Capo d'Orlando,Capo d'Orlando,,0,83009,83009,83009,83009,B666
283,10,83010,Capri Leone,Capri Leone,,0,83010,83010,83010,83010,B695
283,11,83011,Caronia,Caronia,,0,83011,83011,83011,83011,B804
283,12,83012,Casalvecchio Siculo,Casalvecchio Siculo,,0,83012,83012,83012,83012,B918
283,13,83013,Castel di Lucio,Castel di Lucio,,0,83013,83013,83013,83013,C094
283,14,83014,Castell'Umberto,Castell'Umberto,,0,83014,83014,83014,83014,C051
283,15,83015,Castelmola,Castelmola,,0,83015,83015,83015,83015,C210
283,16,83016,Castroreale,Castroreale,,0,83016,83016,83016,83016,C347
283,17,83017,Cesarò,Cesarò,,0,83017,83017,83017,83017,C568
